Detection, Sensor,tach0,tach1,tach2,tach3,tach4,tach5,tach6,tach7,tach8,tach9,tach10,tach11,tach12,tach13,tach14,tach15,tach16,tach17,tach18,tach19,tach20,tach21,tach22,tach23,tach24,tach25,tach26,tach27,tach28,tach29,tach30,tach31,tach32,tach33,tach34,tach35,tach36,tach37,tach38,tach39,tach40,tach41,tach42,tach43,tach44,tach45,tach46,tach47,tach48,tach49,tach50,tach51,tach52,tach53,tach54,tach55,tach56,tach57,tach58,tach59,tach60,tach61,tach62,tach63,tach64,tach65,tach66,tach67,tach68,tach69,tach70,tach71,tach72,tach73,tach74,tach75,tach76,tach77,tach78,tach79,tach80
L,1,61,61,122,153,132,112,122,153,173,193,193,193,173,142,81,61,81,71,61,40,10,51,40,51,71,71,71,61,51,30,0,0,30,30,30,20,10,30,61,61,40,30,20,10,10,30,30,30,30,71,81,71,71,71,71,61,61,40,40,30,40,40,40,40,51,71,91,142,193,224,224,244,244,224,234,255,255,255,255,244,234
L,1,71,142,204,193,173,163,153,163,163,163,142,142,142,132,61,20,10,0,30,30,0,30,51,71,91,71,71,61,71,51,40,61,71,81,91,71,61,51,40,30,20,30,30,20,40,61,61,40,30,51,61,20,10,30,40,30,20,30,10,10,20,10,10,20,40,61,71,112,132,153,173,193,214,224,234,244,255,255,244,224,224
L,1,254,254,246,246,210,175,131,131,123,123,87,79,87,114,105,79,96,167,193,140,105,105,96,52,43,70,43,26,61,79,79,79,87,35,0,8,8,8,43,79,131,140,193,175,131,167,105,61,79,79,87,123,167,167,175,167,140,140,140,158,175,123,96,123,158,87,79,70,79,114,123,131,175,193,193,219,254,210,228,246,202
L,1,79,26,96,140,131,114,114,149,184,202,202,193,184,131,79,43,52,52,43,26,35,52,52,52,79,87,70,70,61,52,35,35,61,79,79,52,43,43,61,52,43,26,17,0,0,8,17,17,17,8,26,35,26,26,43,35,26,26,17,26,26,17,0,8,17,35,52,114,167,228,246,254,254,254,254,254,254,237,237,246,246
L,1,106,42,63,138,138,127,116,127,169,212,191,159,138,127,106,53,53,74,74,53,21,10,31,31,53,84,74,63,63,74,53,42,63,84,106,84,74,53,53,53,74,74,53,42,0,10,21,42,53,42,42,74,74,42,53,63,63,63,53,53,63,42,31,10,31,42,42,63,116,169,191,223,233,244,244,254,254,244,244,233,212
L,1,169,84,109,218,254,218,182,169,182,169,145,133,157,182,145,97,60,60,60,60,60,48,60,72,97,121,97,97,109,97,72,60,60,72,84,84,60,36,36,48,48,36,36,36,24,24,36,72,60,36,72,72,36,36,60,60,60,48,48,36,36,24,12,0,36,60,72,109,133,157,194,218,218,218,206,218,242,242,254,254,254
L,1,84,84,169,201,169,148,138,159,159,148,138,148,138,116,63,31,63,63,53,21,10,21,31,63,84,63,53,42,42,31,21,21,31,53,53,53,31,31,53,53,42,31,21,0,0,31,53,42,31,63,74,53,53,63,53,42,42,31,21,31,31,10,10,21,31,53,106,169,223,244,254,254,244,254,254,244,233,244,254,254,254
L,1,138,42,63,148,169,148,127,127,159,138,116,127,116,95,84,42,42,42,42,63,63,42,42,63,74,95,95,74,63,63,42,31,31,42,74,95,84,63,63,53,53,31,31,21,10,21,42,53,53,31,53,84,42,21,31,31,31,21,10,10,10,21,10,0,10,10,31,63,116,169,201,233,233,233,244,254,254,254,244,244,254
L,1,72,81,163,200,163,127,136,154,136,109,100,100,81,63,45,27,36,45,36,27,18,0,27,36,36,54,45,36,36,45,45,36,45,72,45,36,18,18,18,18,18,18,18,9,18,36,63,63,36,36,54,36,9,18,27,27,27,27,27,27,27,27,36,45,63,91,127,145,163,209,227,236,227,245,254,254,254,254,254,254,254
L,1,155,99,144,221,232,199,177,199,199,177,155,155,155,155,132,121,77,66,66,77,66,55,44,66,99,99,88,77,99,99,88,77,77,88,99,99,77,77,66,55,55,66,77,66,66,33,66,99,99,66,99,88,11,0,55,66,44,22,22,0,0,11,22,33,55,66,99,121,132,144,155,177,188,210,221,210,243,254,254,254,243
L,1,91,81,142,173,173,163,163,173,173,142,122,122,122,112,91,71,51,51,61,71,61,40,51,71,71,71,71,91,91,71,51,40,51,61,71,81,61,30,20,20,40,20,30,30,40,61,71,81,61,61,91,61,20,40,51,61,40,20,10,10,10,10,0,0,20,51,71,122,153,193,214,204,214,224,234,234,244,255,255,244,255
L,1,40,0,10,51,61,61,40,61,122,163,173,183,163,132,81,51,40,40,40,30,30,30,40,40,61,51,30,30,30,30,30,30,40,61,61,61,40,30,20,30,20,10,0,0,10,20,30,30,0,0,20,20,10,30,30,40,30,10,10,10,10,0,0,0,10,20,40,71,132,163,193,224,255,255,244,204,193,214,224,224,234
L,1,68,0,39,88,88,58,39,58,107,147,147,137,127,98,49,19,9,19,9,0,19,29,19,39,68,68,68,58,49,19,0,9,19,29,39,39,29,39,58,39,29,29,19,0,0,0,9,0,19,49,49,29,29,29,29,49,39,29,29,68,68,29,19,19,29,39,78,127,186,225,245,245,245,254,254,254,245,225,225,235,245
L,1,137,58,68,156,166,137,107,127,156,147,147,156,137,117,88,68,68,68,58,39,39,49,58,68,88,78,78,68,78,68,58,58,88,88,88,68,58,58,58,39,29,19,0,9,39,49,58,58,39,68,78,49,39,49,58,49,49,39,39,29,29,29,19,19,39,39,68,117,156,166,186,235,245,245,245,235,245,245,254,245,235
L,1,147,49,0,39,68,88,68,78,107,137,137,127,137,127,98,58,58,58,49,39,29,29,29,39,58,68,58,58,58,58,49,29,39,39,49,39,39,29,29,39,29,29,19,9,0,29,58,58,68,49,58,68,58,29,19,19,19,19,29,39,29,39,29,29,39,39,58,88,147,186,215,225,225,215,215,225,235,245,254,245,225
L,1,214,80,0,80,174,147,107,80,120,161,174,174,187,174,147,67,13,13,13,13,0,13,40,26,53,107,80,80,67,53,40,13,13,53,80,67,40,13,26,40,53,40,26,13,13,13,13,40,40,26,26,53,80,53,67,67,53,40,40,26,40,26,13,0,0,0,13,26,67,134,187,214,228,241,254,254,254,254,254,254,241
L,1,88,0,44,99,110,88,77,88,132,166,155,166,144,110,55,33,33,55,44,0,22,55,44,66,99,99,88,88,77,66,55,44,44,44,55,55,44,44,55,77,66,55,55,44,44,55,77,88,77,55,88,110,77,66,88,77,77,66,66,55,44,44,55,55,66,77,88,121,166,199,232,254,254,221,210,232,254,254,232,210,199
L,1,178,68,34,102,136,127,110,102,136,136,144,144,144,144,119,76,59,51,51,51,34,34,42,51,51,76,102,85,76,76,68,42,25,25,51,68,68,51,34,42,42,34,34,17,8,0,17,34,51,59,42,76,102,76,68,76,42,51,51,34,42,51,42,34,34,51,51,51,93,144,178,212,229,238,246,255,255,246,246,221,212
L,1,163,63,36,118,154,136,109,109,136,172,191,191,191,182,145,81,36,27,27,18,9,9,27,45,27,54,81,63,54,45,45,27,18,18,45,54,45,27,18,27,45,45,27,18,9,0,9,18,27,18,18,36,45,36,45,54,45,45,45,36,45,45,36,27,27,36,45,81,145,209,236,245,254,254,254,245,218,218,218,218,218
L,1,31,63,169,201,169,159,159,169,180,180,169,169,159,148,116,63,74,84,63,42,21,10,31,42,74,84,63,63,53,42,31,21,42,63,74,53,31,31,31,31,31,31,10,0,10,10,21,10,0,31,42,10,10,21,21,21,21,10,10,10,10,0,0,10,10,31,53,106,148,180,212,233,244,254,254,254,233,191,180,201,223
L,1,68,68,147,166,147,117,117,147,176,186,196,215,205,156,98,68,68,78,68,39,58,78,58,78,117,98,88,68,68,68,58,49,78,88,68,58,49,58,78,68,58,49,29,0,19,29,39,58,68,98,88,78,98,88,88,78,78,78,78,78,78,68,58,58,58,68,98,147,186,215,245,245,215,215,245,245,245,245,254,245,254
L,1,153,40,0,40,91,102,81,51,61,112,183,193,183,153,142,81,40,51,51,51,20,20,51,51,40,61,71,51,40,20,10,0,0,20,40,51,20,10,20,30,51,40,40,40,20,10,10,20,20,10,20,40,30,40,40,20,20,10,10,0,10,10,10,10,10,10,10,20,51,122,193,224,244,255,255,255,244,224,224,224,224
L,1,95,31,74,148,138,127,116,127,148,127,116,116,116,84,63,42,31,42,42,10,21,31,42,42,63,53,42,53,53,42,21,31,42,63,63,42,31,31,31,31,21,10,0,10,10,31,53,42,31,63,63,42,31,42,53,42,31,21,21,31,31,31,10,10,21,31,63,106,148,201,201,201,212,233,244,254,254,254,244,233,233
L,1,214,221,227,254,254,254,254,247,241,241,241,241,241,241,234,241,241,241,234,214,194,207,201,174,113,60,46,33,26,20,20,20,13,6,0,0,13,46,87,67,73,73,60,33,26,46,33,13,6,13,20,20,26,46,67,73,80,73,73,100,87,73,87,93,93,73,40,20,20,20,13,0,13,26,67,127,134,154,160,174,187
L,1,215,225,225,245,254,254,245,245,225,205,235,245,245,245,245,205,235,225,196,176,176,186,196,205,166,107,88,88,78,58,49,39,39,49,29,19,19,68,98,88,98,98,88,78,58,88,88,49,49,58,58,68,68,68,88,127,137,147,137,166,127,98,107,117,127,117,58,9,29,9,9,0,49,88,117,156,127,137,166,176,205
L,1,227,227,234,247,247,241,241,234,227,227,241,247,254,247,234,227,227,214,194,194,201,194,160,107,73,60,53,53,46,33,26,26,26,26,26,26,73,93,80,80,93,80,53,53,67,53,26,26,26,26,26,33,40,67,67,80,73,73,107,93,80,93,100,107,80,33,20,13,20,0,0,6,46,107,140,134,134,134,154,180,180
L,1,237,229,237,252,244,244,252,229,229,229,252,252,252,252,237,237,237,252,237,213,205,213,197,189,134,86,63,63,55,39,31,31,31,31,31,7,31,63,94,94,94,94,94,63,31,39,39,31,0,7,31,31,31,47,63,63,71,79,79,102,79,63,79,94,102,110,79,39,31,31,47,23,23,55,118,181,189,189,189,189,213
L,1,200,213,234,255,255,255,255,241,241,241,241,227,234,248,234,234,220,227,234,220,200,193,200,186,138,82,55,48,41,34,34,20,13,13,6,6,0,27,75,82,55,75,82,55,27,13,20,20,0,0,0,6,13,20,34,62,62,69,69,89,96,69,75,82,82,69,55,20,0,20,20,0,0,13,55,110,131,138,158,165,172
L,1,194,214,234,254,254,254,241,241,234,227,227,227,227,227,227,227,221,214,207,187,147,160,167,154,127,80,60,53,60,67,67,53,46,46,40,26,26,46,73,67,60,67,67,46,40,33,40,46,26,26,26,33,33,46,67,60,53,46,40,53,46,26,26,26,26,33,20,6,0,13,6,6,6,6,40,100,127,120,127,134,140
L,1,237,229,229,237,237,246,237,237,237,221,221,221,221,221,237,237,237,246,254,221,205,229,213,188,131,65,49,49,49,32,32,32,24,8,24,24,0,16,65,98,90,98,106,65,41,57,73,49,32,32,41,57,49,57,90,98,114,123,114,139,123,98,98,90,73,65,49,24,16,16,8,0,8,24,98,131,106,131,139,147,139
L,1,236,245,254,254,254,254,245,254,254,245,245,245,245,254,254,254,245,236,236,191,191,191,182,127,72,36,45,36,36,36,18,9,9,9,0,0,0,36,81,72,91,100,36,27,36,54,36,18,18,18,27,36,36,63,81,91,109,109,118,127,91,91,91,81,91,72,36,18,27,18,0,0,36,63,100,109,127,145,154,182,191
L,1,226,240,255,255,255,255,255,240,233,233,233,240,248,240,240,240,233,233,226,204,204,204,182,138,87,65,58,51,43,43,43,36,36,43,43,43,36,80,124,87,94,124,102,65,58,43,29,21,21,36,36,43,51,73,87,80,87,73,87,102,94,87,94,94,109,94,43,29,43,36,0,0,21,73,124,146,167,175,182,197,219
L,1,213,221,237,252,252,252,244,237,237,229,229,237,244,244,221,221,244,244,221,181,197,213,197,189,165,118,94,94,94,94,79,71,63,63,63,63,63,94,118,102,94,79,63,47,63,79,71,63,47,55,63,63,55,63,79,79,86,94,110,126,102,94,79,63,63,47,23,15,23,23,0,23,55,63,86,94,126,126,126,158,165
L,1,173,181,205,221,229,244,252,244,229,229,252,237,229,229,205,213,213,205,189,165,173,181,181,189,173,86,31,47,47,47,47,31,31,23,15,23,47,79,110,110,110,94,71,55,47,63,39,23,23,39,47,47,47,47,55,63,79,79,94,102,86,71,47,63,79,79,55,47,23,7,0,23,47,86,134,142,142,142,134,150,173
L,1,179,193,220,248,255,255,248,234,220,220,220,220,220,220,213,213,213,207,200,179,165,186,186,165,138,82,48,55,48,41,41,27,20,20,13,13,20,55,82,75,82,69,48,34,27,41,27,6,0,6,6,13,6,13,41,41,62,62,69,89,75,55,62,55,62,48,13,13,13,6,0,6,20,41,96,151,144,131,124,131,151
L,1,220,234,241,241,241,255,248,234,227,227,227,227,220,207,207,213,227,227,200,172,172,186,165,138,82,48,48,62,55,48,34,27,27,13,6,0,13,34,55,55,62,82,62,48,48,48,27,13,20,27,34,41,41,55,62,75,82,75,96,82,55,75,75,75,82,48,20,20,27,20,0,6,34,75,110,117,131,144,158,172,186
L,1,248,248,255,255,255,255,248,248,248,248,248,248,248,248,240,248,248,240,219,182,182,197,182,124,80,58,58,58,51,43,43,36,29,29,29,21,51,102,102,87,116,116,80,51,58,73,36,29,29,36,43,43,58,87,87,87,87,73,109,94,87,87,87,102,94,43,21,7,14,7,0,7,29,80,131,138,146,160,175,197,197
L,1,221,237,252,252,244,252,252,244,237,229,197,213,229,237,237,229,229,205,150,134,189,205,197,150,102,71,63,55,47,39,39,23,23,15,15,0,7,47,86,86,94,102,86,39,39,71,63,55,47,47,71,79,86,86,102,110,110,110,126,134,118,102,102,118,118,102,63,39,39,39,23,7,31,71,110,126,118,134,165,181,205
L,1,142,127,165,217,232,232,225,232,232,247,232,247,255,255,247,240,232,225,210,202,210,217,210,202,157,90,60,67,60,67,60,52,45,37,37,37,37,67,90,82,82,82,52,22,30,37,30,22,22,37,22,22,30,30,45,67,82,90,90,105,90,52,37,30,30,37,37,37,30,15,0,15,30,30,52,90,90,112,105,105,112
L,1,210,224,238,245,252,252,238,231,224,210,210,210,217,224,224,231,231,224,203,182,168,182,175,168,119,63,49,56,56,49,42,35,28,28,21,14,21,56,91,84,84,84,63,35,35,56,49,21,14,21,21,21,28,35,56,63,84,77,84,112,84,77,84,77,70,56,35,21,7,0,0,0,28,42,91,140,140,147,161,168,189
L,1,187,201,214,241,247,254,247,247,241,227,234,234,241,247,247,247,241,247,234,201,187,201,180,167,134,87,73,73,73,73,60,60,53,46,46,46,46,93,120,100,107,107,87,60,60,67,53,33,33,40,46,46,53,60,73,73,100,100,100,120,100,87,87,73,73,67,46,33,26,20,0,6,33,53,100,127,127,134,154,160,174
L,1,180,194,214,227,241,227,214,207,214,227,241,254,247,241,254,247,241,241,221,194,180,201,194,154,100,67,46,53,53,46,33,33,40,40,33,26,46,93,87,73,87,73,46,33,46,60,40,26,20,20,33,40,33,46,73,73,80,80,93,100,73,67,67,67,73,53,20,20,20,20,6,0,20,60,100,87,100,107,120,134,147
L,1,221,205,221,237,229,244,244,237,252,244,252,237,229,221,213,213,221,237,221,197,189,197,181,189,134,86,79,71,63,71,79,63,55,55,47,47,55,94,118,102,102,94,47,39,47,55,23,0,7,15,23,23,23,23,55,63,86,86,94,110,86,55,47,39,47,55,39,23,23,23,15,39,39,63,126,173,181,173,165,181,197
L,1,221,234,253,253,247,253,253,240,227,234,234,247,247,247,247,253,253,247,234,201,221,227,214,195,130,91,91,84,78,78,78,71,58,45,39,39,58,104,104,104,110,97,65,52,65,78,39,26,26,32,32,32,32,45,58,71,97,104,104,104,78,65,58,52,52,52,32,19,19,6,0,19,32,71,130,156,149,149,156,175,175
L,1,229,237,252,252,252,252,244,244,229,229,244,244,229,221,229,237,237,244,229,213,213,213,205,142,79,63,63,47,47,39,23,15,7,7,7,7,31,79,86,79,94,86,63,47,39,47,39,31,31,31,39,39,39,47,63,63,71,63,102,102,79,79,79,79,79,55,15,15,15,15,0,15,31,71,110,118,134,142,142,173,181
L,1,247,255,255,255,255,255,255,255,255,247,247,240,247,247,240,247,247,232,202,187,187,180,142,97,75,60,52,52,45,30,30,22,22,22,22,22,45,90,82,82,105,112,82,52,52,60,37,22,22,30,37,37,45,67,75,82,82,75,90,82,82,90,82,97,90,52,15,0,22,15,0,15,22,75,112,120,135,157,180,217,217
L,1,229,238,246,255,255,255,246,238,238,238,238,238,238,238,238,238,238,229,212,178,187,204,178,144,85,59,59,59,51,42,42,34,25,34,25,17,42,93,127,110,127,136,110,76,68,76,51,25,17,17,25,34,51,76,93,110,110,93,119,127,102,110,110,110,110,68,34,25,17,8,0,0,25,68,119,119,136,153,178,212,212
L,1,215,207,223,223,223,215,223,238,238,238,231,254,254,238,231,238,238,238,223,184,184,154,154,154,123,84,61,61,77,77,61,61,61,46,38,46,30,53,92,100,92,92,92,61,38,46,61,38,30,30,38,53,46,61,84,92,107,107,107,138,123,92,92,92,77,69,53,30,30,23,0,7,30,46,92,146,154,154,146,161,177
L,1,177,161,169,207,254,254,215,192,215,231,223,215,223,215,223,231,238,223,200,207,184,184,184,177,154,100,69,61,61,46,46,46,38,38,46,46,30,61,107,107,115,123,100,61,30,30,30,15,0,7,15,23,38,30,46,61,69,69,61,69,69,30,46,53,46,30,23,15,0,0,0,7,23,38,100,107,92,100,100,107,123
L,1,175,182,211,240,233,248,255,248,233,226,233,240,248,248,233,240,233,233,211,175,189,182,167,153,102,65,58,58,51,51,58,51,51,51,43,36,43,73,94,87,94,94,73,51,43,29,36,29,36,43,43,43,43,43,73,73,80,73,80,102,87,73,73,65,58,43,14,14,14,14,7,0,21,51,94,124,124,131,146,153,167
L,1,221,213,229,237,237,246,246,237,229,229,229,229,237,237,246,246,254,254,229,205,221,221,196,139,73,57,57,41,41,41,32,32,16,8,0,0,24,57,73,65,73,73,57,32,32,32,41,8,8,16,32,32,32,57,65,57,82,98,106,131,106,98,98,90,73,49,32,32,8,0,0,16,16,49,106,131,139,147,155,172,188
L,1,167,182,204,240,240,240,233,233,240,255,240,226,226,226,226,219,219,226,211,197,204,197,182,167,94,65,58,65,65,51,36,36,36,29,29,21,29,73,94,80,80,73,51,29,29,58,36,29,29,21,29,36,29,36,43,58,87,94,94,102,80,65,65,51,51,36,14,7,7,7,0,14,29,58,124,124,124,131,138,146,146
L,1,213,213,205,221,237,237,237,237,244,244,237,252,244,229,213,221,221,197,181,158,189,213,197,150,94,55,63,63,63,47,39,39,39,31,23,7,15,79,118,102,110,118,102,71,55,71,55,39,39,31,23,23,31,47,71,86,102,94,86,118,102,94,102,110,94,63,39,23,15,15,0,7,39,102,134,126,165,181,197,197,205
L,1,168,174,192,222,252,252,246,234,234,234,216,216,222,222,234,222,222,222,210,186,180,186,186,180,156,96,66,72,78,66,60,48,36,36,36,36,36,78,108,96,108,102,72,48,36,48,48,30,30,36,36,36,36,36,54,66,84,96,84,108,90,54,36,36,36,42,36,18,12,6,0,18,36,54,90,108,108,114,114,126,132
L,1,200,207,231,246,246,254,254,246,246,231,231,231,238,238,238,231,231,231,223,192,184,207,207,192,154,100,53,53,53,53,53,53,46,38,30,23,23,61,115,100,115,115,107,77,53,53,61,23,7,7,15,23,30,30,53,77,84,92,84,115,100,77,77,84,92,69,38,15,0,7,0,7,23,46,84,115,115,130,146,161,184
L,1,211,140,114,211,237,220,193,193,220,202,158,132,123,132,123,105,52,52,44,61,61,35,35,52,88,105,88,79,88,88,88,70,70,79,96,105,79,79,61,26,35,44,52,52,44,17,26,79,88,52,70,114,52,17,26,52,44,17,17,17,0,8,17,17,17,44,61,105,132,123,123,158,193,228,237,228,237,246,223,,
L,1,188,65,16,98,164,164,123,98,123,164,180,172,180,172,147,82,24,32,41,32,0,0,32,32,32,90,90,65,57,41,32,8,8,32,57,57,32,16,24,49,65,49,41,32,8,0,8,32,32,16,32,65,65,32,65,57,49,49,32,24,32,32,8,0,0,16,16,32,98,164,205,213,237,246,254,246,246,254,254,,
L,1,93,0,68,110,102,85,68,119,170,187,195,178,153,136,93,51,34,42,34,25,25,59,59,51,85,85,68,59,34,25,34,25,59,68,59,51,17,8,25,42,42,25,17,0,0,0,0,8,0,0,34,34,25,34,25,34,34,17,17,34,34,25,17,8,8,8,34,76,161,195,212,238,255,255,255,238,246,255,255,,
L,1,105,140,218,218,210,175,183,200,210,200,183,183,175,105,52,60,70,52,8,0,17,8,17,70,87,70,52,43,35,25,17,52,87,87,70,35,25,25,52,60,35,35,25,25,8,8,17,17,25,60,70,52,70,87,78,78,70,43,70,105,105,87,60,43,43,43,60,105,175,235,253,245,253,245,227,235,253,253,255,,
L,1,198,117,108,226,253,217,181,181,198,198,172,172,181,181,144,81,72,72,62,62,62,45,72,72,98,126,98,90,108,90,72,62,62,81,108,108,72,72,72,72,62,45,45,36,26,36,81,72,36,62,81,62,36,53,53,53,53,53,45,36,36,17,8,0,26,62,72,108,153,198,226,226,217,217,226,244,253,244,253,,
L,1,114,17,61,140,132,105,88,105,132,184,184,176,149,114,44,17,26,52,26,0,8,52,52,44,88,114,88,96,79,70,52,35,44,52,61,44,17,17,44,70,61,52,44,17,26,26,44,52,35,44,70,79,61,79,96,88,88,96,79,79,70,52,52,44,44,44,61,114,184,220,246,255,237,211,202,220,246,246,246,,
L,1,85,25,119,170,161,136,136,170,204,212,195,187,178,136,76,34,34,34,25,0,25,68,59,51,93,102,76,59,59,59,42,42,68,85,76,51,34,34,59,76,59,42,25,17,25,25,34,34,34,51,76,68,51,68,76,68,59,51,42,59,59,42,25,25,25,34,68,153,212,238,229,238,246,255,255,255,255,255,255,,
L,1,170,68,51,136,187,178,153,144,170,170,153,144,136,127,102,76,42,42,34,51,68,51,34,59,68,102,102,76,68,68,59,34,34,51,76,93,85,68,68,51,51,42,25,17,8,8,34,59,59,59,34,68,85,34,17,25,25,25,17,8,8,8,8,0,0,0,8,42,93,136,178,221,221,221,229,238,255,255,254,,
L,1,96,26,96,167,149,114,96,132,158,158,167,167,167,123,105,61,52,52,52,52,35,44,61,61,96,105,96,96,88,70,61,61,70,96,96,96,70,61,61,70,61,44,35,26,26,26,35,61,52,26,61,70,35,52,61,52,44,26,26,26,26,17,0,17,17,26,52,123,202,228,237,255,246,237,237,255,255,255,255,,
L,1,154,61,46,115,146,138,107,100,123,161,200,192,169,154,123,69,38,46,46,46,23,15,61,46,46,77,69,46,46,38,30,30,23,46,61,46,30,7,0,23,46,46,30,23,0,0,23,23,15,0,23,46,30,46,69,46,46,46,38,46,53,46,38,30,23,30,38,53,107,169,200,223,231,238,255,246,238,246,255,,
L,1,138,61,53,146,177,169,138,154,177,184,184,192,192,177,107,46,46,69,61,30,0,15,46,30,46,77,69,61,46,38,30,15,23,61,77,61,30,15,15,30,38,23,15,0,0,7,23,30,15,15,46,46,23,30,46,38,30,15,15,15,23,15,7,7,15,7,38,92,169,215,238,246,246,254,227,254,246,255,253,,
L,1,151,0,16,190,207,174,166,182,182,190,198,190,174,151,111,55,71,71,71,55,15,31,55,55,63,86,71,63,55,47,23,7,0,23,31,39,23,23,15,39,31,23,15,0,7,23,39,39,23,47,86,86,63,63,79,55,55,55,23,15,23,23,23,23,39,55,86,135,198,223,253,226,217,223,226,254,255,253,246,,
L,1,161,140,68,130,154,130,193,100,146,177,177,177,177,161,123,69,38,38,38,38,7,15,46,38,38,92,92,69,69,69,53,23,7,38,69,69,38,23,30,46,53,38,23,7,0,0,15,38,38,23,38,77,53,38,69,38,38,38,30,30,38,38,23,15,23,23,38,84,154,200,226,255,237,238,238,246,255,244,238,,
L,1,150,117,218,220,162,104,123,116,170,197,185,172,180,139,116,58,58,81,46,46,11,34,58,58,81,162,102,76,92,92,32,8,58,92,104,69,58,34,58,69,58,23,11,11,11,11,58,23,11,11,58,58,23,34,34,23,23,11,11,11,11,0,0,0,11,11,34,69,184,185,246,238,246,232,243,255,255,246,243,,
L,1,55,17,108,179,165,151,68,179,210,200,200,178,153,138,69,62,82,75,55,34,41,69,55,69,96,75,96,96,55,41,34,25,82,82,75,55,48,55,62,62,41,27,13,13,20,27,27,27,20,27,41,27,41,48,34,34,27,20,27,27,20,0,6,20,27,41,82,138,212,227,229,241,248,248,248,255,248,248,248,,
L,1,154,25,100,191,209,182,183,172,198,218,195,183,175,127,109,72,54,54,54,36,18,0,17,70,87,70,69,46,63,63,17,52,36,63,76,93,54,36,27,36,54,45,36,18,0,9,18,45,45,27,36,81,63,36,69,46,46,46,38,46,36,36,9,0,9,18,36,81,93,182,218,236,245,237,245,254,254,245,245,,
L,1,105,67,157,202,187,150,181,165,132,165,183,172,181,127,97,82,24,52,34,25,25,0,72,72,98,126,98,67,67,67,72,62,52,82,96,96,67,52,45,45,45,37,45,22,22,37,60,82,75,45,60,60,15,15,46,38,30,15,15,15,22,22,30,37,45,75,105,135,165,172,210,240,240,238,255,246,255,255,247,,
L,1,176,44,17,218,132,132,88,88,204,167,172,176,149,184,140,51,34,35,8,0,17,0,52,44,88,114,88,105,114,79,52,35,35,52,61,46,52,35,44,52,79,61,44,44,17,17,26,52,44,17,35,79,61,61,79,61,52,61,52,26,52,44,35,8,8,17,17,35,88,132,184,184,202,254,220,254,237,255,238,,
L,1,147,73,98,226,196,172,136,155,170,164,184,187,178,147,123,60,70,73,62,62,62,0,59,51,93,102,76,57,49,57,42,42,24,57,65,73,57,41,49,57,57,49,24,0,0,8,23,30,15,15,90,57,49,65,57,49,41,32,24,32,41,24,16,16,15,24,41,90,155,213,237,237,237,237,254,254,246,237,243,,
L,1,151,71,23,140,187,151,153,103,158,143,195,144,136,151,127,81,72,47,26,0,8,31,34,59,68,102,102,71,71,63,59,34,39,55,63,79,86,63,63,55,55,31,31,23,0,23,39,39,23,47,63,63,39,31,47,39,31,31,31,31,31,31,31,15,39,23,23,63,111,190,231,239,246,254,254,254,246,254,248,,
L,1,198,111,71,170,149,182,135,143,166,182,153,167,167,151,135,17,26,79,25,0,25,47,61,61,96,105,96,86,86,86,61,61,63,86,103,94,63,47,15,30,38,23,7,0,7,39,15,38,38,23,79,71,39,31,47,47,39,39,31,31,31,31,23,15,31,31,55,86,135,174,190,215,254,254,246,239,239,246,254,,
L,1,176,70,35,136,146,140,105,79,114,158,167,192,169,176,123,34,34,70,34,51,68,8,61,46,46,77,69,70,79,61,30,30,0,35,61,61,35,26,15,39,31,61,61,8,0,26,44,44,35,35,70,88,61,70,70,61,61,61,52,44,70,70,44,26,35,35,52,88,140,193,220,228,237,255,254,220,211,211,220,,
L,1,182,127,191,167,177,209,200,182,191,182,200,154,154,163,118,76,42,27,52,52,35,9,46,30,46,77,69,72,72,72,54,63,81,91,81,72,54,54,30,46,53,36,23,7,0,45,72,63,27,54,91,54,18,36,45,36,27,27,18,18,36,9,0,9,18,36,63,109,136,182,209,218,227,245,254,245,254,255,254,,
L,1,173,51,23,115,207,173,122,91,132,173,184,173,183,173,163,61,52,20,46,46,23,20,55,55,63,86,71,91,81,71,51,20,30,81,91,91,61,51,51,51,51,40,11,11,11,10,40,61,51,40,40,81,71,30,51,61,51,51,40,30,20,20,10,0,10,20,20,51,91,142,183,214,224,244,255,244,254,246,244,,
L,1,196,90,71,146,154,164,131,106,114,164,198,188,172,164,147,69,38,57,61,30,0,8,46,38,38,92,92,57,41,32,24,0,8,41,65,65,41,24,24,32,57,41,13,13,20,0,0,24,24,16,32,65,57,49,65,65,49,49,32,8,32,32,24,16,16,24,24,41,73,147,205,221,246,254,254,246,238,238,246,,
L,1,169,77,35,190,123,123,107,107,123,138,130,123,138,130,100,46,46,53,71,55,15,15,58,58,81,162,127,53,61,53,38,23,30,53,61,61,53,38,38,46,38,30,23,7,0,30,53,53,46,38,69,77,46,53,61,53,46,38,38,30,30,30,23,15,30,38,61,100,154,207,223,223,227,231,246,246,239,246,254,,
L,1,202,105,82,165,210,195,172,172,180,180,187,180,172,172,112,45,30,37,38,38,7,22,37,45,75,75,102,71,52,52,30,22,30,52,75,67,52,45,37,37,45,22,15,0,0,22,45,52,37,30,52,60,37,45,52,45,45,52,37,37,37,45,22,22,37,37,52,90,172,217,240,255,224,255,255,255,247,232,244,,
